06:15:23.657 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home/graham/Bin/gatk-4.2.0.0/gatk-package-4.2.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
Jun 09, 2021 6:15:23 AM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
06:15:23.763 INFO  HaplotypeCaller - ------------------------------------------------------------
06:15:23.763 INFO  HaplotypeCaller - The Genome Analysis Toolkit (GATK) v4.2.0.0
06:15:23.763 INFO  HaplotypeCaller - For support and documentation go to https://software.broadinstitute.org/gatk/
06:15:23.763 INFO  HaplotypeCaller - Executing as graham@deathstar on Linux v4.15.0-142-generic amd64
06:15:23.764 INFO  HaplotypeCaller - Java runtime: Java HotSpot(TM) 64-Bit Server VM v14+36-1461
06:15:23.764 INFO  HaplotypeCaller - Start Date/Time: 9 June 2021 at 06:15:23 BST
06:15:23.764 INFO  HaplotypeCaller - ------------------------------------------------------------
06:15:23.764 INFO  HaplotypeCaller - ------------------------------------------------------------
06:15:23.764 INFO  HaplotypeCaller - HTSJDK Version: 2.24.0
06:15:23.764 INFO  HaplotypeCaller - Picard Version: 2.25.0
06:15:23.764 INFO  HaplotypeCaller - Built for Spark Version: 2.4.5
06:15:23.764 INFO  HaplotypeCaller - HTSJDK Defaults.COMPRESSION_LEVEL : 2
06:15:23.764 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
06:15:23.765 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
06:15:23.765 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
06:15:23.765 INFO  HaplotypeCaller - Deflater: IntelDeflater
06:15:23.765 INFO  HaplotypeCaller - Inflater: IntelInflater
06:15:23.765 INFO  HaplotypeCaller - GCS max retries/reopens: 20
06:15:23.765 INFO  HaplotypeCaller - Requester pays: disabled
06:15:23.765 INFO  HaplotypeCaller - Initializing engine
06:15:23.931 INFO  HaplotypeCaller - Done initializing engine
