19:53:56.100 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home/graham/Bin/gatk-4.2.0.0/gatk-package-4.2.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
Jun 09, 2021 7:53:56 PM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
19:53:56.191 INFO  HaplotypeCaller - ------------------------------------------------------------
19:53:56.192 INFO  HaplotypeCaller - The Genome Analysis Toolkit (GATK) v4.2.0.0
19:53:56.192 INFO  HaplotypeCaller - For support and documentation go to https://software.broadinstitute.org/gatk/
19:53:56.192 INFO  HaplotypeCaller - Executing as graham@deathstar on Linux v4.15.0-142-generic amd64
19:53:56.192 INFO  HaplotypeCaller - Java runtime: Java HotSpot(TM) 64-Bit Server VM v14+36-1461
19:53:56.192 INFO  HaplotypeCaller - Start Date/Time: 9 June 2021 at 19:53:56 BST
19:53:56.192 INFO  HaplotypeCaller - ------------------------------------------------------------
19:53:56.192 INFO  HaplotypeCaller - ------------------------------------------------------------
19:53:56.193 INFO  HaplotypeCaller - HTSJDK Version: 2.24.0
19:53:56.193 INFO  HaplotypeCaller - Picard Version: 2.25.0
19:53:56.193 INFO  HaplotypeCaller - Built for Spark Version: 2.4.5
19:53:56.193 INFO  HaplotypeCaller - HTSJDK Defaults.COMPRESSION_LEVEL : 2
19:53:56.193 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
19:53:56.193 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
19:53:56.193 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
19:53:56.193 INFO  HaplotypeCaller - Deflater: IntelDeflater
19:53:56.193 INFO  HaplotypeCaller - Inflater: IntelInflater
19:53:56.193 INFO  HaplotypeCaller - GCS max retries/reopens: 20
19:53:56.193 INFO  HaplotypeCaller - Requester pays: disabled
19:53:56.193 INFO  HaplotypeCaller - Initializing engine
19:53:56.318 INFO  HaplotypeCaller - Done initializing engine
19:53:56.319 INFO  HaplotypeCallerEngine - Tool is in reference confidence mode and the annotation, the following changes will be made to any specified annotations: 'StrandBiasBySample' will be enabled. 'ChromosomeCounts', 'FisherStrand', 'StrandOddsRatio' and 'QualByDepth' annotations have been disabled
19:53:56.323 INFO  HaplotypeCallerEngine - Standard Emitting and Calling confidence set to 0.0 for reference-model confidence output
19:53:56.323 INFO  HaplotypeCallerEngine - All sites annotated with PLs forced to true for reference-model confidence output
19:53:56.330 INFO  NativeLibraryLoader - Loading libgkl_utils.so from jar:file:/home/graham/Bin/gatk-4.2.0.0/gatk-package-4.2.0.0-local.jar!/com/intel/gkl/native/libgkl_utils.so
19:53:56.331 INFO  NativeLibraryLoader - Loading libgkl_pairhmm_omp.so from jar:file:/home/graham/Bin/gatk-4.2.0.0/gatk-package-4.2.0.0-local.jar!/com/intel/gkl/native/libgkl_pairhmm_omp.so
