21:34:20.639 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home/graham/Bin/gatk-4.2.0.0/gatk-package-4.2.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
Jun 14, 2021 9:34:20 PM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
21:34:20.740 INFO  HaplotypeCaller - ------------------------------------------------------------
21:34:20.740 INFO  HaplotypeCaller - The Genome Analysis Toolkit (GATK) v4.2.0.0
21:34:20.740 INFO  HaplotypeCaller - For support and documentation go to https://software.broadinstitute.org/gatk/
21:34:20.740 INFO  HaplotypeCaller - Executing as graham@deathstar on Linux v4.15.0-142-generic amd64
21:34:20.740 INFO  HaplotypeCaller - Java runtime: Java HotSpot(TM) 64-Bit Server VM v14+36-1461
21:34:20.741 INFO  HaplotypeCaller - Start Date/Time: 14 June 2021 at 21:34:20 BST
21:34:20.741 INFO  HaplotypeCaller - ------------------------------------------------------------
21:34:20.741 INFO  HaplotypeCaller - ------------------------------------------------------------
21:34:20.741 INFO  HaplotypeCaller - HTSJDK Version: 2.24.0
21:34:20.741 INFO  HaplotypeCaller - Picard Version: 2.25.0
21:34:20.741 INFO  HaplotypeCaller - Built for Spark Version: 2.4.5
21:34:20.741 INFO  HaplotypeCaller - HTSJDK Defaults.COMPRESSION_LEVEL : 2
21:34:20.741 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
21:34:20.741 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
21:34:20.742 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
21:34:20.742 INFO  HaplotypeCaller - Deflater: IntelDeflater
21:34:20.742 INFO  HaplotypeCaller - Inflater: IntelInflater
21:34:20.742 INFO  HaplotypeCaller - GCS max retries/reopens: 20
21:34:20.742 INFO  HaplotypeCaller - Requester pays: disabled
21:34:20.742 INFO  HaplotypeCaller - Initializing engine
21:34:20.873 INFO  HaplotypeCaller - Done initializing engine
21:34:20.875 INFO  HaplotypeCallerEngine - Tool is in reference confidence mode and the annotation, the following changes will be made to any specified annotations: 'StrandBiasBySample' will be enabled. 'ChromosomeCounts', 'FisherStrand', 'StrandOddsRatio' and 'QualByDepth' annotations have been disabled
21:34:20.878 INFO  HaplotypeCallerEngine - Standard Emitting and Calling confidence set to 0.0 for reference-model confidence output
21:34:20.879 INFO  HaplotypeCallerEngine - All sites annotated with PLs forced to true for reference-model confidence output
21:34:20.885 INFO  NativeLibraryLoader - Loading libgkl_utils.so from jar:file:/home/graham/Bin/gatk-4.2.0.0/gatk-package-4.2.0.0-local.jar!/com/intel/gkl/native/libgkl_utils.so
21:34:20.886 INFO  NativeLibraryLoader - Loading libgkl_pairhmm_omp.so from jar:file:/home/graham/Bin/gatk-4.2.0.0/gatk-package-4.2.0.0-local.jar!/com/intel/gkl/native/libgkl_pairhmm_omp.so
21:34:20.912 INFO  IntelPairHmm - Flush-to-zero (FTZ) is enabled when running PairHMM
21:34:20.912 INFO  IntelPairHmm - Available threads: 8
21:34:20.912 INFO  IntelPairHmm - Requested threads: 4
21:34:20.912 INFO  PairHMM - Using the OpenMP multi-threaded AVX-accelerated native PairHMM implementation
21:34:20.930 INFO  ProgressMeter - Starting traversal
21:34:20.930 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Regions Processed   Regions/Minute
21:34:21.235 WARN  InbreedingCoeff - InbreedingCoeff will not be calculated at position 1:323 and possibly subsequent; at least 10 samples must have called genotypes
21:34:21.288 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:550 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:21.288 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:550 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:21.291 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:564 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:21.291 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:564 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:21.294 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:572 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:21.294 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:572 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:21.295 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:580 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:21.296 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:580 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:21.297 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:590 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:21.297 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:590 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:23.344 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:19153 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:23.344 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:19153 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:23.780 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:48089 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:23.780 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:48089 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:23.781 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:48090 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:23.781 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:48090 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:24.527 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:53140 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:24.527 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:53140 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:24.582 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:55346 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:24.582 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:55346 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:24.583 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:55348 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:24.583 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:55348 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:24.766 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:62246 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:24.766 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:62246 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:24.766 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:62248 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:24.766 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:62248 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:24.767 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:62250 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:24.767 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:62250 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:24.767 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:62263 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:24.767 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:62263 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:24.768 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:62276 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:24.768 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:62276 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.223 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:96543 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.223 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:96543 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.223 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:96544 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.223 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:96544 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.224 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:96546 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.224 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:96546 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.259 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:97005 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.260 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:97005 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.327 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:101014 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.327 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:101014 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.348 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:104284 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.349 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:104284 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.349 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:104288 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.349 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:104288 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.349 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:104301 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.349 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:104301 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.350 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:104308 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.350 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:104308 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.350 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:104309 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.350 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:104309 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.562 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:108420 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.562 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:108420 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.563 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:108423 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.563 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:108423 and possibly subsequent; genotype for sample SRR3740336 is not called
21:34:25.564 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:108435 and possibly subsequent; genotype for sample SRR3740336 is not called
