08:27:22.875 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home/graham/Bin/gatk-4.2.0.0/gatk-package-4.2.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
Jun 08, 2021 8:27:22 AM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
08:27:22.967 INFO  HaplotypeCaller - ------------------------------------------------------------
08:27:22.967 INFO  HaplotypeCaller - The Genome Analysis Toolkit (GATK) v4.2.0.0
08:27:22.967 INFO  HaplotypeCaller - For support and documentation go to https://software.broadinstitute.org/gatk/
08:27:22.967 INFO  HaplotypeCaller - Executing as graham@deathstar on Linux v4.15.0-142-generic amd64
08:27:22.968 INFO  HaplotypeCaller - Java runtime: Java HotSpot(TM) 64-Bit Server VM v14+36-1461
08:27:22.968 INFO  HaplotypeCaller - Start Date/Time: 8 June 2021 at 08:27:22 BST
08:27:22.968 INFO  HaplotypeCaller - ------------------------------------------------------------
08:27:22.968 INFO  HaplotypeCaller - ------------------------------------------------------------
08:27:22.968 INFO  HaplotypeCaller - HTSJDK Version: 2.24.0
08:27:22.968 INFO  HaplotypeCaller - Picard Version: 2.25.0
08:27:22.968 INFO  HaplotypeCaller - Built for Spark Version: 2.4.5
08:27:22.968 INFO  HaplotypeCaller - HTSJDK Defaults.COMPRESSION_LEVEL : 2
08:27:22.969 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
08:27:22.969 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
08:27:22.969 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
08:27:22.969 INFO  HaplotypeCaller - Deflater: IntelDeflater
08:27:22.969 INFO  HaplotypeCaller - Inflater: IntelInflater
08:27:22.969 INFO  HaplotypeCaller - GCS max retries/reopens: 20
08:27:22.969 INFO  HaplotypeCaller - Requester pays: disabled
08:27:22.969 INFO  HaplotypeCaller - Initializing engine
08:27:23.075 INFO  HaplotypeCaller - Done initializing engine
08:27:23.075 INFO  HaplotypeCallerEngine - Tool is in reference confidence mode and the annotation, the following changes will be made to any specified annotations: 'StrandBiasBySample' will be enabled. 'ChromosomeCounts', 'FisherStrand', 'StrandOddsRatio' and 'QualByDepth' annotations have been disabled
08:27:23.080 INFO  HaplotypeCallerEngine - Standard Emitting and Calling confidence set to 0.0 for reference-model confidence output
08:27:23.080 INFO  HaplotypeCallerEngine - All sites annotated with PLs forced to true for reference-model confidence output
08:27:23.087 INFO  NativeLibraryLoader - Loading libgkl_utils.so from jar:file:/home/graham/Bin/gatk-4.2.0.0/gatk-package-4.2.0.0-local.jar!/com/intel/gkl/native/libgkl_utils.so
08:27:23.088 INFO  NativeLibraryLoader - Loading libgkl_pairhmm_omp.so from jar:file:/home/graham/Bin/gatk-4.2.0.0/gatk-package-4.2.0.0-local.jar!/com/intel/gkl/native/libgkl_pairhmm_omp.so
08:27:23.113 INFO  IntelPairHmm - Flush-to-zero (FTZ) is enabled when running PairHMM
08:27:23.113 INFO  IntelPairHmm - Available threads: 8
08:27:23.113 INFO  IntelPairHmm - Requested threads: 4
08:27:23.113 INFO  PairHMM - Using the OpenMP multi-threaded AVX-accelerated native PairHMM implementation
08:27:23.139 INFO  ProgressMeter - Starting traversal
08:27:23.139 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Regions Processed   Regions/Minute
08:27:23.412 WARN  InbreedingCoeff - InbreedingCoeff will not be calculated at position 1:547 and possibly subsequent; at least 10 samples must have called genotypes
08:27:23.595 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:1791 and possibly subsequent; genotype for sample SRR3740256 is not called
08:27:23.595 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:1791 and possibly subsequent; genotype for sample SRR3740256 is not called
08:27:23.598 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:1796 and possibly subsequent; genotype for sample SRR3740256 is not called
08:27:23.598 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:1796 and possibly subsequent; genotype for sample SRR3740256 is not called
08:27:23.600 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:1809 and possibly subsequent; genotype for sample SRR3740256 is not called
08:27:23.600 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:1809 and possibly subsequent; genotype for sample SRR3740256 is not called
08:27:23.602 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:1812 and possibly subsequent; genotype for sample SRR3740256 is not called
08:27:23.602 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:1812 and possibly subsequent; genotype for sample SRR3740256 is not called
08:27:23.604 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:1827 and possibly subsequent; genotype for sample SRR3740256 is not called
08:27:23.604 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:1827 and possibly subsequent; genotype for sample SRR3740256 is not called
08:27:23.606 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:1847 and possibly subsequent; genotype for sample SRR3740256 is not called
08:27:23.606 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:1847 and possibly subsequent; genotype for sample SRR3740256 is not called
08:27:23.608 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:1867 and possibly subsequent; genotype for sample SRR3740256 is not called
08:27:23.608 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:1867 and possibly subsequent; genotype for sample SRR3740256 is not called
08:27:23.610 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:1868 and possibly subsequent; genotype for sample SRR3740256 is not called
