04:19:12.816 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home/graham/Bin/gatk-4.2.0.0/gatk-package-4.2.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
Jun 15, 2021 4:19:12 AM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
04:19:12.903 INFO  HaplotypeCaller - ------------------------------------------------------------
04:19:12.904 INFO  HaplotypeCaller - The Genome Analysis Toolkit (GATK) v4.2.0.0
04:19:12.904 INFO  HaplotypeCaller - For support and documentation go to https://software.broadinstitute.org/gatk/
04:19:12.904 INFO  HaplotypeCaller - Executing as graham@deathstar on Linux v4.15.0-142-generic amd64
04:19:12.904 INFO  HaplotypeCaller - Java runtime: Java HotSpot(TM) 64-Bit Server VM v14+36-1461
04:19:12.904 INFO  HaplotypeCaller - Start Date/Time: 15 June 2021 at 04:19:12 BST
04:19:12.904 INFO  HaplotypeCaller - ------------------------------------------------------------
04:19:12.904 INFO  HaplotypeCaller - ------------------------------------------------------------
04:19:12.905 INFO  HaplotypeCaller - HTSJDK Version: 2.24.0
04:19:12.905 INFO  HaplotypeCaller - Picard Version: 2.25.0
04:19:12.905 INFO  HaplotypeCaller - Built for Spark Version: 2.4.5
04:19:12.905 INFO  HaplotypeCaller - HTSJDK Defaults.COMPRESSION_LEVEL : 2
04:19:12.905 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
04:19:12.905 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
04:19:12.905 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
04:19:12.905 INFO  HaplotypeCaller - Deflater: IntelDeflater
04:19:12.905 INFO  HaplotypeCaller - Inflater: IntelInflater
04:19:12.905 INFO  HaplotypeCaller - GCS max retries/reopens: 20
04:19:12.905 INFO  HaplotypeCaller - Requester pays: disabled
04:19:12.905 INFO  HaplotypeCaller - Initializing engine
04:19:13.009 INFO  HaplotypeCaller - Done initializing engine
04:19:13.010 INFO  HaplotypeCallerEngine - Tool is in reference confidence mode and the annotation, the following changes will be made to any specified annotations: 'StrandBiasBySample' will be enabled. 'ChromosomeCounts', 'FisherStrand', 'StrandOddsRatio' and 'QualByDepth' annotations have been disabled
04:19:13.014 INFO  HaplotypeCallerEngine - Standard Emitting and Calling confidence set to 0.0 for reference-model confidence output
04:19:13.015 INFO  HaplotypeCallerEngine - All sites annotated with PLs forced to true for reference-model confidence output
04:19:13.021 INFO  NativeLibraryLoader - Loading libgkl_utils.so from jar:file:/home/graham/Bin/gatk-4.2.0.0/gatk-package-4.2.0.0-local.jar!/com/intel/gkl/native/libgkl_utils.so
04:19:13.023 INFO  NativeLibraryLoader - Loading libgkl_pairhmm_omp.so from jar:file:/home/graham/Bin/gatk-4.2.0.0/gatk-package-4.2.0.0-local.jar!/com/intel/gkl/native/libgkl_pairhmm_omp.so
04:19:13.048 INFO  IntelPairHmm - Flush-to-zero (FTZ) is enabled when running PairHMM
04:19:13.048 INFO  IntelPairHmm - Available threads: 8
04:19:13.048 INFO  IntelPairHmm - Requested threads: 4
04:19:13.048 INFO  PairHMM - Using the OpenMP multi-threaded AVX-accelerated native PairHMM implementation
04:19:13.067 INFO  ProgressMeter - Starting traversal
04:19:13.067 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Regions Processed   Regions/Minute
04:19:13.482 WARN  InbreedingCoeff - InbreedingCoeff will not be calculated at position 1:525 and possibly subsequent; at least 10 samples must have called genotypes
04:19:13.578 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:1408 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:13.578 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:1408 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:14.184 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:5968 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:14.184 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:5968 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:15.910 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:46225 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:15.910 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:46225 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:15.956 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:49985 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:15.956 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:49985 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:16.153 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:51899 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:16.154 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:51899 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:16.196 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:52749 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:16.196 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:52749 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:16.197 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:52756 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:16.197 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:52756 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:16.499 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:62528 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:16.499 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:62528 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:16.500 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:62532 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:16.500 WARN  StrandBiasBySample - Annotation will not be calculated at position 1:62532 and possibly subsequent; genotype for sample SRR3740346 is not called
04:19:23.123 INFO  ProgressMeter -             1:139859              0.2                   630           3758.9
04:19:33.503 INFO  ProgressMeter -             1:242995              0.3                  1180           3464.5
04:19:36.035 WARN  DepthPerSampleHC - Annotation will not be calculated at position 1:269553 and possibly subsequent; genotype for sample SRR3740346 is not called
