03:33:23.488 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home/graham/Bin/gatk-4.2.0.0/gatk-package-4.2.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
Jun 09, 2021 3:33:23 AM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
03:33:23.577 INFO  HaplotypeCaller - ------------------------------------------------------------
03:33:23.578 INFO  HaplotypeCaller - The Genome Analysis Toolkit (GATK) v4.2.0.0
03:33:23.578 INFO  HaplotypeCaller - For support and documentation go to https://software.broadinstitute.org/gatk/
03:33:23.578 INFO  HaplotypeCaller - Executing as graham@deathstar on Linux v4.15.0-142-generic amd64
03:33:23.578 INFO  HaplotypeCaller - Java runtime: Java HotSpot(TM) 64-Bit Server VM v14+36-1461
03:33:23.578 INFO  HaplotypeCaller - Start Date/Time: 9 June 2021 at 03:33:23 BST
03:33:23.578 INFO  HaplotypeCaller - ------------------------------------------------------------
03:33:23.578 INFO  HaplotypeCaller - ------------------------------------------------------------
03:33:23.578 INFO  HaplotypeCaller - HTSJDK Version: 2.24.0
03:33:23.579 INFO  HaplotypeCaller - Picard Version: 2.25.0
03:33:23.579 INFO  HaplotypeCaller - Built for Spark Version: 2.4.5
03:33:23.579 INFO  HaplotypeCaller - HTSJDK Defaults.COMPRESSION_LEVEL : 2
03:33:23.579 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
03:33:23.579 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
03:33:23.579 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
03:33:23.579 INFO  HaplotypeCaller - Deflater: IntelDeflater
03:33:23.579 INFO  HaplotypeCaller - Inflater: IntelInflater
03:33:23.579 INFO  HaplotypeCaller - GCS max retries/reopens: 20
03:33:23.579 INFO  HaplotypeCaller - Requester pays: disabled
03:33:23.579 INFO  HaplotypeCaller - Initializing engine
03:33:23.694 INFO  HaplotypeCaller - Done initializing engine
