## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/seqs/trimmed/SRR3740287.sorted.bam --OUTPUT data/seqs/trimmed/SRR3740287_marked_duplicates.bam --METRICS_FILE data/seqs/trimmed/SRR3740287_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Jun 03 18:38:37 BST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	90404	3575500	0	579658	9354	23205	0	0.007701	274269063

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	3529153	3529153
2.0	1.987048	23079	23079
3.0	2.961312	63	63
4.0	3.922958	0	0
5.0	4.872148	0	0
6.0	5.809045	0	0
7.0	6.733807	0	0
8.0	7.646591	0	0
9.0	8.547554	0	0
10.0	9.436847	0	0
11.0	10.314622	0	0
12.0	11.181029	0	0
13.0	12.036214	0	0
14.0	12.880322	0	0
15.0	13.713498	0	0
16.0	14.535883	0	0
17.0	15.347616	0	0
18.0	16.148836	0	0
19.0	16.939678	0	0
20.0	17.720278	0	0
21.0	18.490767	0	0
22.0	19.251277	0	0
23.0	20.001938	0	0
24.0	20.742875	0	0
25.0	21.474216	0	0
26.0	22.196085	0	0
27.0	22.908605	0	0
28.0	23.611896	0	0
29.0	24.306078	0	0
30.0	24.991269	0	0
31.0	25.667585	0	0
32.0	26.335142	0	0
33.0	26.994053	0	0
34.0	27.64443	0	0
35.0	28.286383	0	0
36.0	28.920022	0	0
37.0	29.545454	0	0
38.0	30.162785	0	0
39.0	30.772121	0	0
40.0	31.373564	0	0
41.0	31.967218	0	0
42.0	32.553183	0	0
43.0	33.131559	0	0
44.0	33.702444	0	0
45.0	34.265934	0	0
46.0	34.822127	0	0
47.0	35.371115	0	0
48.0	35.912993	0	0
49.0	36.447853	0	0
50.0	36.975786	0	0
51.0	37.49688	0	0
52.0	38.011226	0	0
53.0	38.51891	0	0
54.0	39.020018	0	0
55.0	39.514636	0	0
56.0	40.002848	0	0
57.0	40.484737	0	0
58.0	40.960384	0	0
59.0	41.429871	0	0
60.0	41.893277	0	0
61.0	42.350681	0	0
62.0	42.802161	0	0
63.0	43.247793	0	0
64.0	43.687654	0	0
65.0	44.121817	0	0
66.0	44.550358	0	0
67.0	44.973348	0	0
68.0	45.390859	0	0
69.0	45.802963	0	0
70.0	46.209729	0	0
71.0	46.611227	0	0
72.0	47.007525	0	0
73.0	47.39869	0	0
74.0	47.784789	0	0
75.0	48.165887	0	0
76.0	48.542049	0	0
77.0	48.913339	0	0
78.0	49.27982	0	0
79.0	49.641555	0	0
80.0	49.998604	0	0
81.0	50.351029	0	0
82.0	50.69889	0	0
83.0	51.042245	0	0
84.0	51.381153	0	0
85.0	51.715671	0	0
86.0	52.045857	0	0
87.0	52.371766	0	0
88.0	52.693454	0	0
89.0	53.010976	0	0
90.0	53.324385	0	0
91.0	53.633735	0	0
92.0	53.939078	0	0
93.0	54.240467	0	0
94.0	54.537952	0	0
95.0	54.831584	0	0
96.0	55.121413	0	0
97.0	55.407488	0	0
98.0	55.689857	0	0
99.0	55.96857	0	0
100.0	56.243673	0	0

