## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/seqs/trimmed/SRR3740256.sorted.bam --OUTPUT data/seqs/trimmed/SRR3740256_marked_duplicates.bam --METRICS_FILE data/seqs/trimmed/SRR3740256_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Jun 03 16:57:14 BST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	89656	3362104	0	563994	9648	16439	0	0.006241	342687109

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	3329262	3329262
2.0	1.990237	16367	16367
3.0	2.970806	36	36
4.0	3.941802	0	0
5.0	4.903318	0	0
6.0	5.855447	0	0
7.0	6.79828	0	0
8.0	7.731908	0	0
9.0	8.656421	0	0
10.0	9.571908	0	0
11.0	10.478458	0	0
12.0	11.376156	0	0
13.0	12.26509	0	0
14.0	13.145346	0	0
15.0	14.017007	0	0
16.0	14.880159	0	0
17.0	15.734883	0	0
18.0	16.581263	0	0
19.0	17.41938	0	0
20.0	18.249314	0	0
21.0	19.071145	0	0
22.0	19.884953	0	0
23.0	20.690816	0	0
24.0	21.488811	0	0
25.0	22.279015	0	0
26.0	23.061504	0	0
27.0	23.836354	0	0
28.0	24.603639	0	0
29.0	25.363433	0	0
30.0	26.115809	0	0
31.0	26.860839	0	0
32.0	27.598596	0	0
33.0	28.32915	0	0
34.0	29.052572	0	0
35.0	29.76893	0	0
36.0	30.478295	0	0
37.0	31.180735	0	0
38.0	31.876316	0	0
39.0	32.565107	0	0
40.0	33.247173	0	0
41.0	33.92258	0	0
42.0	34.591392	0	0
43.0	35.253676	0	0
44.0	35.909493	0	0
45.0	36.558907	0	0
46.0	37.201982	0	0
47.0	37.838777	0	0
48.0	38.469356	0	0
49.0	39.093779	0	0
50.0	39.712105	0	0
51.0	40.324394	0	0
52.0	40.930706	0	0
53.0	41.531098	0	0
54.0	42.125629	0	0
55.0	42.714355	0	0
56.0	43.297333	0	0
57.0	43.87462	0	0
58.0	44.446271	0	0
59.0	45.012341	0	0
60.0	45.572884	0	0
61.0	46.127954	0	0
62.0	46.677606	0	0
63.0	47.221891	0	0
64.0	47.760862	0	0
65.0	48.294571	0	0
66.0	48.82307	0	0
67.0	49.346408	0	0
68.0	49.864638	0	0
69.0	50.377808	0	0
70.0	50.885968	0	0
71.0	51.389166	0	0
72.0	51.887452	0	0
73.0	52.380874	0	0
74.0	52.869477	0	0
75.0	53.353311	0	0
76.0	53.832421	0	0
77.0	54.306853	0	0
78.0	54.776654	0	0
79.0	55.241868	0	0
80.0	55.70254	0	0
81.0	56.158714	0	0
82.0	56.610435	0	0
83.0	57.057745	0	0
84.0	57.500689	0	0
85.0	57.939308	0	0
86.0	58.373644	0	0
87.0	58.803741	0	0
88.0	59.229638	0	0
89.0	59.651377	0	0
90.0	60.068999	0	0
91.0	60.482543	0	0
92.0	60.89205	0	0
93.0	61.297559	0	0
94.0	61.699109	0	0
95.0	62.096739	0	0
96.0	62.490487	0	0
97.0	62.88039	0	0
98.0	63.266487	0	0
99.0	63.648814	0	0
100.0	64.027409	0	0

