## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/seqs/trimmed/SRR3740254.sorted.bam --OUTPUT data/seqs/trimmed/SRR3740254_marked_duplicates.bam --METRICS_FILE data/seqs/trimmed/SRR3740254_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Jun 03 16:36:45 BST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	92666	3709577	0	648424	11881	23216	0	0.007763	295130234

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	3663205	3663205
2.0	1.987509	23096	23096
3.0	2.962684	60	60
4.0	3.925678	0	0
5.0	4.876644	0	0
6.0	5.815732	0	0
7.0	6.74309	0	0
8.0	7.658864	0	0
9.0	8.5632	0	0
10.0	9.456241	0	0
11.0	10.338126	0	0
12.0	11.208997	0	0
13.0	12.068989	0	0
14.0	12.91824	0	0
15.0	13.756883	0	0
16.0	14.585051	0	0
17.0	15.402875	0	0
18.0	16.210483	0	0
19.0	17.008004	0	0
20.0	17.795563	0	0
21.0	18.573286	0	0
22.0	19.341294	0	0
23.0	20.099709	0	0
24.0	20.848651	0	0
25.0	21.588238	0	0
26.0	22.318588	0	0
27.0	23.039815	0	0
28.0	23.752033	0	0
29.0	24.455355	0	0
30.0	25.149893	0	0
31.0	25.835755	0	0
32.0	26.51305	0	0
33.0	27.181885	0	0
34.0	27.842367	0	0
35.0	28.494598	0	0
36.0	29.138683	0	0
37.0	29.774723	0	0
38.0	30.402818	0	0
39.0	31.023067	0	0
40.0	31.63557	0	0
41.0	32.240422	0	0
42.0	32.837719	0	0
43.0	33.427555	0	0
44.0	34.010024	0	0
45.0	34.585218	0	0
46.0	35.153227	0	0
47.0	35.714141	0	0
48.0	36.268049	0	0
49.0	36.815039	0	0
50.0	37.355196	0	0
51.0	37.888606	0	0
52.0	38.415354	0	0
53.0	38.935522	0	0
54.0	39.449193	0	0
55.0	39.956448	0	0
56.0	40.457367	0	0
57.0	40.952029	0	0
58.0	41.440513	0	0
59.0	41.922895	0	0
60.0	42.399252	0	0
61.0	42.869658	0	0
62.0	43.33419	0	0
63.0	43.792918	0	0
64.0	44.245918	0	0
65.0	44.693258	0	0
66.0	45.135012	0	0
67.0	45.571247	0	0
68.0	46.002034	0	0
69.0	46.42744	0	0
70.0	46.847532	0	0
71.0	47.262377	0	0
72.0	47.67204	0	0
73.0	48.076587	0	0
74.0	48.47608	0	0
75.0	48.870584	0	0
76.0	49.26016	0	0
77.0	49.644869	0	0
78.0	50.024774	0	0
79.0	50.399933	0	0
80.0	50.770407	0	0
81.0	51.136253	0	0
82.0	51.497529	0	0
83.0	51.854293	0	0
84.0	52.2066	0	0
85.0	52.554507	0	0
86.0	52.898068	0	0
87.0	53.237338	0	0
88.0	53.572371	0	0
89.0	53.903218	0	0
90.0	54.229934	0	0
91.0	54.552568	0	0
92.0	54.871172	0	0
93.0	55.185797	0	0
94.0	55.496492	0	0
95.0	55.803306	0	0
96.0	56.106288	0	0
97.0	56.405485	0	0
98.0	56.700946	0	0
99.0	56.992715	0	0
100.0	57.280841	0	0

